marca;modelo;pais;year_modelo;clase;sub_clase;tipo;avaluo;cilindraje;tipo_combustible
55;1634;11;2018;2;22;0;29990.0;2999;0
334;5704;18;2018;0;48;0;25990.0;1586;3
55;1657;11;2018;2;7;0;27470.0;2499;0
55;5631;11;2018;0;47;0;19490.0;1485;3
334;3045;11;2018;4;37;0;27990.0;1995;3
55;5866;9;2018;0;48;0;15990.0;1206;3
128;3209;8;2018;4;37;0;29990.0;1497;3
128;6834;8;2018;0;47;0;16990.0;1497;3
55;5633;11;2018;0;47;0;21990.0;1485;3
55;728;11;2018;0;47;0;16490.0;1498;3
55;4455;22;2018;6;2;1;70990.0;7790;0
55;4716;22;2018;1;12;1;30490.0;2771;0
55;5632;11;2018;0;47;0;18410.0;1485;3
55;4732;22;2018;1;10;1;33490.0;2999;0
55;1635;11;2018;2;22;0;37390.0;2999;0
334;3051;11;2018;4;37;0;29990.0;2400;3
199;5846;10;2017;4;37;0;49990.0;3342;3
55;5872;9;2018;0;48;0;13490.0;995;3
55;6486;23;2018;0;48;0;30590.0;1796;3
55;1648;11;2018;2;22;0;39990.0;2999;0
368;3707;23;2017;0;47;0;29999.0;2000;3
368;3706;23;2017;0;47;0;29590.0;2000;3
368;5108;19;2018;0;47;0;19990.0;1600;3
12;2826;19;2018;5;53;0;5000.0;200;3
368;5103;19;2018;0;48;0;19990.0;1600;3
128;4228;11;2018;4;37;0;19990.0;1497;3
128;6903;11;2018;2;22;0;26690.0;2771;0
128;6899;11;2018;2;22;0;24690.0;2378;3
55;4547;8;2018;2;32;0;17290.0;1206;3
55;4748;22;2018;1;10;1;41590.0;5193;0
55;6486;23;2017;0;48;0;33590.0;1796;3
76;975;8;2018;2;32;0;18990.0;1499;3
55;1645;11;2018;2;22;0;40720.0;2999;0
128;3207;8;2018;4;37;0;28990.0;1497;3
55;2738;22;2018;1;10;1;98990.0;7790;0
348;3449;34;2018;2;22;0;29990.0;2694;3
128;6832;8;2018;0;47;0;18190.0;1497;3
80;1085;8;2016;1;10;1;34392.0;3900;0
128;4225;11;2018;4;37;0;21990.0;1497;3
199;5038;10;2018;0;47;0;15990.0;1248;3
55;6504;5;2018;4;37;0;59990.0;2776;0
54;5115;8;2018;2;32;0;16990.0;1173;3
54;455;8;2018;4;37;0;17990.0;1497;3
403;7446;8;2018;0;48;0;10990.0;997;3
368;585;11;2017;2;22;0;39990.0;1968;0
153;498;10;2018;0;47;0;19490.0;1400;3
153;3671;10;2018;0;35;0;24990.0;1600;6
153;3673;10;2018;0;35;0;25990.0;1600;6
128;3071;8;2018;4;37;0;26990.0;1497;3
112;5360;1;2017;2;22;0;49990.0;3200;0
128;3169;8;2018;4;37;0;23990.0;1997;3
112;5359;1;2018;2;22;0;37990.0;2500;3
42;5841;8;2018;4;37;0;29990.0;1500;3
42;7387;8;2018;4;37;0;17990.0;1500;3
348;5125;22;2018;0;35;0;24990.0;1500;6
128;3219;8;2018;4;37;0;39990.0;1967;3
112;2335;16;2017;4;37;0;69990.0;3500;3
112;2143;6;2018;4;37;0;49990.0;3500;3
403;7453;8;2018;0;47;0;19990.0;1499;3
153;6593;10;2018;4;37;0;29990.0;2000;3
153;1483;19;2018;4;37;0;29990.0;1600;3
112;2377;16;2017;2;22;0;59990.0;3500;3
348;4643;20;2018;4;37;0;46990.0;2694;3
348;4651;1;2018;2;22;0;39990.0;2694;3
348;4681;34;2018;0;47;0;23990.0;1496;3
403;7453;8;2016;0;47;0;15992.0;1499;3
112;2368;16;2017;2;7;0;49990.0;3500;3
55;2728;22;2018;1;10;1;85730.0;7790;0
18;4695;8;2017;5;41;0;1820.0;200;3
368;101;5;2018;6;2;1;72900.0;6871;0
55;726;11;2017;0;47;0;20340.0;1598;3
55;1651;11;2018;2;22;0;28990.0;2405;3
334;3119;8;2017;5;41;0;1550.0;125;3
242;5920;0;2017;2;32;0;70000.0;2143;0
334;3122;9;2017;5;41;0;3400.0;155;3
249;4017;34;2017;2;22;0;49990.0;2477;0
334;3121;19;2018;5;41;0;2620.0;155;3
20;5147;19;2018;5;41;0;4370.0;200;3
288;200;8;2018;5;41;0;1650.0;250;3
20;5078;19;2017;5;41;0;1550.0;102;3
334;2965;8;2017;5;41;0;1200.0;124;3
139;550;22;2018;6;2;1;74670.0;7684;0
334;1843;9;2017;5;41;0;4800.0;199;3
139;2489;9;2018;1;10;1;56430.0;5123;0
139;7301;9;2018;1;10;1;47766.0;4009;0
11;2256;8;2016;5;21;0;2240.0;149;3
139;7260;9;2018;1;10;1;38076.0;4009;0
20;5137;19;2018;5;41;0;2508.0;135;3
319;1913;8;2018;4;37;0;24900.0;1499;3
20;5149;19;2017;5;41;0;5499.0;200;3
110;358;26;2018;0;18;0;24990.0;1368;3
239;1587;22;2018;4;37;0;36990.0;1998;3
348;4648;34;2018;2;7;0;29990.0;2694;3
55;5635;9;2018;0;48;0;17990.0;1399;3
18;733;8;2018;5;41;0;1113.0;150;3
13;466;0;2018;0;47;0;49990.0;1200;3
153;1486;19;2018;4;37;0;26990.0;1600;3
153;3022;19;2018;0;48;0;13990.0;1000;3
353;6437;8;2017;5;41;0;1460.0;150;3
116;6772;8;2017;2;32;0;29990.0;2800;0
153;3014;19;2018;0;47;0;16490.0;1200;3
162;3342;8;2018;2;22;0;26790.0;2771;0
55;4735;22;2018;1;12;1;29990.0;2999;0
55;5866;9;2017;0;48;0;18190.0;1206;3
334;3046;11;2018;4;37;0;29990.0;2400;3
128;3069;11;2016;4;37;0;25992.0;1997;3
265;6989;22;2018;4;37;0;39990.0;2488;3
112;2376;16;2018;2;22;0;59990.0;3340;3
55;1093;23;2017;0;48;0;40690.0;2384;3
288;203;8;2018;5;41;0;1350.0;250;3
199;1108;10;2018;2;32;0;39990.0;3342;3
379;7327;8;2017;5;41;0;1950.0;125;3
71;1930;8;2017;0;24;0;8890.0;0;2
334;2965;8;2018;5;41;0;1200.0;124;3
153;3012;19;2018;0;47;0;15490.0;1200;3
334;2813;8;2017;5;41;0;1000.0;112;3
249;4016;34;2017;2;22;0;34990.0;2477;0
288;151;8;2018;5;41;0;1340.0;200;3
288;870;8;2018;5;41;0;1367.0;200;3
116;6777;8;2018;2;32;0;29990.0;2800;0
20;844;19;2018;5;41;0;1840.0;145;3
112;2360;16;2018;2;22;0;79990.0;3496;3
112;5375;16;2018;2;22;0;99990.0;3496;3
112;2335;16;2018;4;37;0;69990.0;3497;3
128;6904;11;2018;2;22;0;29990.0;2771;0
128;6898;8;2018;2;22;0;19990.0;2237;3
134;5981;16;2018;5;41;0;34990.0;1753;3
112;2234;14;2017;4;37;0;39990.0;2488;3
20;5147;19;2017;5;41;0;4600.0;200;3
128;6900;8;2018;2;22;0;27490.0;2378;3
368;432;5;2013;6;2;1;21720.0;4300;0
239;4282;34;2018;0;47;0;25990.0;1496;3
239;4617;34;2018;2;22;0;49990.0;3198;0
239;1589;22;2018;4;37;0;29990.0;1998;3
55;1645;11;2017;2;22;0;40720.0;2999;0
199;5907;11;2018;4;37;0;29490.0;2000;3
403;6130;11;2018;4;37;0;26990.0;2002;3
112;2335;16;2017;4;37;0;69990.0;3497;3
199;1161;11;2018;0;47;0;19990.0;1600;3
239;4630;22;2018;4;37;0;46990.0;1998;3
221;4067;8;2019;2;7;0;14990.0;1342;3
348;4645;20;2018;4;37;0;69990.0;3956;3
348;4646;1;2018;2;22;0;45990.0;2393;0
348;5124;22;2018;0;35;0;33990.0;1798;6
348;5387;22;2018;4;37;0;39990.0;1987;3
265;6760;23;2018;0;47;0;19990.0;1600;3
334;3049;11;2018;4;37;0;33470.0;2400;3
153;499;10;2018;0;47;0;19990.0;1600;3
112;2144;6;2018;4;37;0;56990.0;3497;3
199;5473;23;2018;0;47;0;19990.0;1368;3
20;842;19;2018;5;41;0;1740.0;145;3
103;804;8;2018;5;41;0;1894.0;250;3
72;1960;8;2018;5;41;0;1055.0;150;3
25;6456;8;2017;5;41;0;4650.0;250;3
345;6550;8;2018;5;19;0;1479.0;200;3
345;5539;8;2018;5;41;0;1249.0;150;3
368;5107;19;2018;0;47;0;23990.0;1600;3
162;3346;8;2018;2;22;0;28990.0;1910;0
87;1782;8;2018;5;41;0;1450.0;198;3
120;2865;11;2018;5;41;0;1724.0;169;3
353;6438;8;2018;5;41;0;1400.0;150;3
353;6431;8;2017;5;41;0;1150.0;110;3
273;263;14;2018;0;47;0;19990.0;1587;3
379;7214;8;2018;5;51;0;2450.0;125;3
139;2494;9;2018;6;38;0;90440.0;5123;0
139;2495;9;2018;6;38;0;52440.0;5123;0
58;916;14;2018;0;47;0;19990.0;1560;0
58;915;14;2018;0;47;0;19990.0;1587;3
403;6129;11;2018;4;37;0;24990.0;1498;3
107;1026;8;2018;2;32;0;17990.0;1495;3
162;3389;8;2017;1;10;1;68790.0;6690;0
112;5360;1;2018;2;22;0;47990.0;3200;0
369;6714;4;2017;4;37;0;59990.0;2000;3
112;2234;14;2017;4;37;0;39990.0;2500;3
199;5470;23;2018;0;48;0;19990.0;1368;3
199;5469;23;2018;0;47;0;19990.0;1368;3
199;5885;11;2017;4;37;0;28990.0;2000;3
199;5033;10;2018;0;47;0;16990.0;1248;3
199;3831;10;2016;1;10;1;19672.0;3000;0
199;4693;10;2018;0;35;0;27990.0;1580;6
199;4883;10;2017;0;35;0;34990.0;2000;6
199;5903;10;2017;4;37;0;35990.0;1999;3
199;1160;11;2016;0;47;0;20472.0;1600;3
199;5906;11;2018;4;37;0;29990.0;2000;3
199;5847;10;2017;4;37;0;49990.0;3342;3
199;5471;23;2018;0;47;0;17990.0;1368;3
199;5035;10;2018;0;47;0;14990.0;1248;3
199;5902;10;2017;4;37;0;39990.0;1999;3
199;1159;10;2017;0;18;0;34490.0;2000;3
199;5904;10;2017;4;37;0;38990.0;1999;3
199;5884;11;2016;4;37;0;23992.0;2000;3
199;1161;11;2016;0;47;0;19672.0;1600;3
153;5659;10;2018;4;37;0;39990.0;2400;3
55;6488;23;2018;0;48;0;34490.0;1796;3
112;5359;1;2017;2;22;0;39990.0;2488;3
153;3024;19;2018;0;48;0;14990.0;1000;3
265;6982;22;2018;4;37;0;45153.0;2488;3
54;5183;8;2018;0;48;0;13390.0;998;3
265;3866;23;2018;4;37;0;29990.0;1600;3
291;5643;9;2018;0;48;0;17990.0;1598;3
291;4131;9;2018;0;47;0;19922.0;1599;3
265;6986;22;2017;4;37;0;49999.0;2500;3
291;5647;9;2018;0;48;0;21500.0;1598;3
291;1896;9;2018;4;37;0;24673.0;1600;3
265;6986;22;2018;4;37;0;48199.0;2488;3
162;5601;11;2018;4;37;0;19990.0;1600;3
368;594;1;2017;2;22;0;39999.0;1968;0
112;5360;1;2017;2;22;0;49990.0;3198;0
55;1651;11;2017;2;22;0;29500.0;2405;3
153;1482;19;2018;4;37;0;29990.0;1600;3
249;4018;34;2017;2;22;0;49990.0;2477;0
291;1896;9;2018;4;37;0;24673.0;1588;3
127;7167;8;2016;2;32;0;25600.0;2488;0
348;4642;1;2018;4;37;0;49990.0;2694;3
165;1366;16;2017;4;37;0;40790.0;2360;3
72;1953;8;2018;5;41;0;1055.0;150;3
18;6791;8;2018;5;41;0;1200.0;150;3
403;7449;8;2016;0;47;0;14400.0;1499;3
55;2208;23;2018;0;48;0;39990.0;1490;3
265;3863;23;2018;4;37;0;35890.0;1598;3
348;5382;22;2018;4;37;0;37990.0;1987;3
55;2681;22;2018;1;10;1;51820.0;5193;0
87;1794;8;2018;5;41;0;1550.0;197;3
139;2822;9;2018;1;10;1;76950.0;7684;0
311;486;8;2018;8;6;1;57000.0;11596;0
379;7113;19;2018;5;41;0;1630.0;115;3
20;5078;19;2017;5;41;0;1550.0;100;3
334;3119;8;2018;5;41;0;1550.0;125;3
334;4144;22;2017;5;20;0;9100.0;246;3
153;3671;10;2017;0;35;0;26990.0;1600;6
334;6696;9;2017;5;41;0;1570.0;113;3
291;4132;9;2018;0;47;0;17432.0;1598;3
139;7276;9;2018;1;10;1;46284.0;4009;0
139;558;22;2018;6;2;1;79100.0;7684;0
139;2840;9;2018;1;10;1;96880.0;7684;0
139;2835;9;2018;1;10;1;98990.0;7684;0
55;5630;9;2018;0;47;0;16490.0;1399;3
349;60;8;2017;5;20;0;2000.0;150;3
227;4176;8;2017;5;41;0;1530.0;200;3
18;6792;8;2017;5;41;0;1720.0;180;3
18;5373;8;2018;5;41;0;1123.0;150;3
128;3210;8;2018;4;37;0;34990.0;2378;3
173;6079;8;2017;2;32;0;36990.0;2771;0
18;4695;8;2018;5;41;0;1475.0;200;3
162;5594;8;2018;0;48;0;18500.0;1499;3
239;4629;22;2018;4;37;0;55990.0;2488;3
110;2712;34;2017;2;22;0;39990.0;2477;0
239;4618;34;2018;2;22;0;57999.0;3198;0
55;1094;23;2017;0;48;0;45690.0;2997;3
239;1589;22;2017;4;37;0;29990.0;1998;3
239;4614;34;2018;2;22;0;38990.0;2488;3
368;4975;16;2016;0;47;0;31992.0;2000;0
239;4791;34;2017;0;47;0;26990.0;1496;3
34;5286;0;2018;5;51;0;33990.0;1170;3
80;1721;8;2016;1;10;1;63992.0;6690;0
110;2711;34;2017;2;22;0;44990.0;2477;0
239;4794;22;2018;0;47;0;39990.0;1998;3
55;5627;11;2017;0;47;0;19220.0;1398;3
368;593;1;2017;2;22;0;29999.0;1968;0
55;1641;11;2018;2;22;0;37390.0;2999;0
199;1104;10;2017;2;32;0;29990.0;1999;3
199;4883;10;2017;0;35;0;34990.0;1999;6
199;5857;10;2017;4;37;0;25590.0;1600;3
153;6591;10;2018;4;37;0;38990.0;2000;3
199;1163;10;2018;0;47;0;25990.0;1591;3
142;1150;34;2017;5;21;0;12290.0;500;3
142;1748;19;2017;5;41;0;1999.0;110;3
142;7184;8;2018;5;51;0;3999.0;150;3
142;4575;19;2017;5;41;0;1999.0;110;3
142;1221;8;2018;5;41;0;2299.0;125;3
54;6348;8;2017;4;37;0;19990.0;1598;3
153;3280;11;2018;1;12;1;28990.0;2607;0
55;1642;11;2018;2;7;0;36840.0;2999;0
139;7270;9;2018;1;10;1;43263.0;4009;0
139;7300;9;2018;1;9;1;52806.0;4009;0
55;4775;22;2018;1;10;1;43590.0;5193;0
22;805;8;2013;1;9;1;3196.0;2540;0
265;6760;23;2018;0;47;0;19990.0;1598;3
265;6759;23;2018;0;47;0;24143.0;1598;3
353;6437;8;2018;5;41;0;1460.0;150;3
153;3295;11;2016;1;10;1;28552.0;3907;0
71;1931;8;2018;4;26;0;10990.0;0;2
291;1897;9;2018;4;37;0;27673.0;1998;3
107;6026;8;2018;4;37;0;22990.0;1600;3
142;1130;19;2018;5;41;0;2299.0;110;3
345;6534;8;2018;5;19;0;1700.0;250;3
345;6278;8;2018;5;41;0;1090.0;150;3
348;4654;20;2018;0;48;0;36990.0;2694;3
265;3866;23;2018;4;37;0;29990.0;1598;3
52;1554;8;2018;4;37;0;19990.0;1480;3
311;486;8;2016;8;6;1;84792.0;11596;0
55;1543;23;2017;0;48;0;38990.0;1399;3
348;4663;22;2018;4;37;0;43990.0;1987;3
73;2058;8;2016;9;55;1;82400.0;11600;0
265;5216;27;2018;4;37;0;34379.0;2000;3
18;5577;8;2016;5;41;0;2280.0;250;3
18;6484;8;2017;5;41;0;2535.0;250;3
55;1642;11;2017;2;7;0;36840.0;2999;0
288;147;8;2018;5;41;0;1431.0;200;3
136;3598;19;2016;5;41;0;2440.0;149;3
162;3324;8;2018;1;10;1;26290.0;2771;0
71;1939;8;2015;5;41;0;834.0;125;3
273;4945;17;2018;4;37;0;39990.0;1598;3
136;3598;19;2016;5;41;0;2440.0;150;3
399;7514;8;2008;5;41;0;157.0;175;3
0;496;8;2009;5;41;0;161.0;200;3
80;1718;8;2016;1;10;1;58812.0;6700;0
107;1036;8;2018;4;37;0;25990.0;1600;3
18;6478;8;2017;5;41;0;1970.0;250;3
18;6484;8;2018;5;41;0;2030.0;250;3
265;5207;27;2018;4;37;0;36990.0;1997;3
18;6477;8;2018;5;41;0;1440.0;200;3
18;6479;8;2018;5;41;0;1620.0;250;3
240;931;8;2018;5;41;0;800.0;125;3
403;6128;8;2017;4;37;0;29990.0;2002;3
54;6322;8;2018;4;37;0;26990.0;1971;3
55;1640;11;2018;2;22;0;29990.0;2999;0
128;6901;11;2018;2;7;0;22990.0;2378;3
368;63;5;2014;1;10;1;27596.0;6420;0
368;596;1;2017;2;22;0;39999.0;1968;3
371;6867;8;2015;5;41;0;960.0;200;3
288;50;11;2018;5;41;0;941.0;150;3
288;149;8;2018;5;41;0;1110.0;200;3
58;3783;17;2017;2;32;0;49990.0;2198;0
180;3468;8;2018;2;32;0;35000.0;2498;0
136;1684;19;2017;5;41;0;1665.0;150;3
288;57;8;2018;5;41;0;940.0;150;3
87;1798;8;2018;5;41;0;1700.0;229;3
282;5239;8;2018;5;19;0;2350.0;200;3
87;1768;8;2018;5;41;0;1050.0;124;3
112;2371;16;2017;2;22;0;58990.0;3497;3
55;6504;5;2017;4;37;0;59990.0;2800;0
319;1916;8;2017;4;37;0;29990.0;1499;3
128;3491;11;2018;4;37;0;29990.0;1997;3
54;5158;8;2017;0;48;0;13390.0;998;3
348;4653;20;2018;0;48;0;38990.0;2694;3
249;4014;34;2017;2;22;0;39990.0;2477;0
368;586;11;2017;2;22;0;49990.0;1968;0
152;3148;10;2015;5;41;0;3096.0;250;3
379;4460;20;2018;5;41;0;7300.0;320;3
403;6129;11;2017;4;37;0;24990.0;1498;3
153;5658;10;2018;4;37;0;39990.0;2400;3
72;1946;8;2018;5;41;0;972.0;150;3
20;1835;19;2018;5;41;0;5899.0;400;3
249;4407;34;2017;4;37;0;64990.0;2442;0
313;2429;28;2018;0;48;0;19599.0;1598;3
379;7419;22;2018;5;19;0;11630.0;450;3
379;7324;8;2018;5;41;0;1720.0;125;3
221;4065;8;2016;0;47;0;14392.0;1498;3
55;1542;23;2017;0;47;0;37990.0;1399;3
13;5189;23;2018;4;37;0;89990.0;2000;3
319;1912;8;2018;4;37;0;26900.0;1499;3
284;5257;8;2014;5;21;0;568.0;150;3
165;1364;16;2017;4;37;0;38690.0;1998;3
199;5846;10;2018;4;37;0;49990.0;3342;3
20;5147;19;2016;5;41;0;3680.0;200;3
139;7259;9;2018;1;9;1;38576.0;4009;0
139;2488;9;2018;1;43;1;56930.0;5123;0
345;6539;8;2018;5;19;0;1700.0;250;3
199;1167;11;2016;0;47;0;19672.0;1600;3
86;4387;21;2018;5;41;0;29900.0;1198;3
86;4389;21;2018;5;21;0;18800.0;803;3
362;5299;8;2018;2;32;0;43000.0;2982;0
18;733;8;2015;5;41;0;606.0;150;3
348;4651;1;2017;2;22;0;45990.0;2694;3
112;4495;16;2016;0;17;0;55992.0;2300;3
368;6360;0;2017;4;37;0;49999.0;1984;3
142;1141;34;2017;5;21;0;12290.0;500;3
55;4758;22;2018;1;10;1;38590.0;5193;0
112;5360;1;2018;2;22;0;47990.0;3198;0
368;5102;19;2018;0;48;0;23990.0;1600;3
173;6081;8;2019;2;32;0;36990.0;2500;0
288;50;8;2018;5;41;0;931.0;150;3
353;6405;8;2017;5;41;0;1497.0;220;3
353;6439;8;2017;5;41;0;1600.0;150;3
55;1627;22;2015;1;10;1;77214.0;14256;0
353;6417;8;2017;5;41;0;2460.0;200;3
353;6413;8;2017;5;41;0;1700.0;150;3
353;6438;8;2017;5;41;0;1500.0;150;3
353;6383;8;2017;5;41;0;1880.0;200;3
55;2726;22;2018;1;10;1;83990.0;7790;0
153;3260;10;2016;1;10;1;27992.0;3907;0
87;1768;11;2017;5;41;0;990.0;125;3
112;2370;16;2018;2;7;0;49990.0;3340;3
153;6594;10;2016;4;37;0;31992.0;2000;0
153;6591;10;2017;4;37;0;39990.0;2000;3
348;4661;22;2018;4;37;0;39990.0;1987;3
128;6905;8;2018;2;7;0;25990.0;2771;0
288;45;8;2018;5;41;0;945.0;150;3
353;6417;8;2018;5;41;0;2460.0;200;3
54;2713;8;2016;0;47;0;14792.0;1556;3
55;2704;22;2018;1;10;1;67990.0;7790;0
273;4965;14;2018;2;46;0;24990.0;1560;0
379;4440;22;2017;5;41;0;15000.0;690;3
72;2035;8;2017;5;41;0;1280.0;250;3
103;6107;8;2018;5;41;0;2013.0;250;3
177;3798;8;2016;1;12;1;18392.0;2771;0
211;4106;8;2014;5;41;0;200.0;150;3
291;1897;9;2018;4;37;0;27673.0;2000;3
291;1895;9;2018;4;37;0;29990.0;2000;3
80;5602;8;2017;0;47;0;19490.0;1556;3
288;24;8;2018;5;41;0;968.0;125;3
80;1881;8;2014;1;10;1;8156.0;2660;0
87;1789;11;2017;5;41;0;1460.0;200;3
52;1555;8;2018;4;37;0;21990.0;1480;3
295;1282;19;2017;5;21;0;5990.0;500;3
265;6986;22;2018;4;37;0;48199.0;2500;3
379;7211;8;2015;5;41;0;1572.0;125;3
20;5146;19;2016;5;41;0;3680.0;200;3
239;4617;34;2018;2;22;0;49990.0;3200;0
54;6348;8;2018;4;37;0;19990.0;1598;3
363;6768;19;2017;5;41;0;4000.0;150;3
334;3049;11;2015;4;37;0;21474.0;2393;3
319;1916;8;2018;4;37;0;29990.0;1499;3
162;3375;8;2017;1;10;1;34790.0;3900;0
162;3366;8;2017;1;10;1;28890.0;3900;0
162;3317;8;2018;1;10;1;22990.0;2771;0
73;1944;8;2015;5;41;0;540.0;150;3
353;6438;8;2016;5;41;0;1120.0;150;3
162;3356;8;2018;1;10;1;22890.0;2771;0
239;4632;22;2018;4;37;0;39990.0;1998;3
369;5619;4;2016;0;47;0;71992.0;2500;3
239;4634;22;2018;4;37;0;79990.0;2488;3
165;6949;16;2017;4;37;0;69990.0;3604;3
112;2360;16;2017;2;22;0;79990.0;3500;3
153;3242;11;2018;1;10;1;32990.0;3907;0
374;7143;8;2017;5;19;0;1200.0;196;3
249;4408;34;2017;4;37;0;69990.0;2442;0
128;3198;8;2016;4;37;0;31192.0;1497;3
165;1367;16;2017;4;37;0;45790.0;2360;3
112;4504;16;2017;0;18;0;99990.0;4951;3
142;1136;19;2018;5;41;0;3599.0;160;3
142;1848;19;2017;5;41;0;1990.0;110;3
142;7186;8;2018;5;41;0;4699.0;190;3
142;1149;19;2018;5;41;0;6190.0;250;3
162;3368;8;2017;1;10;1;32890.0;3900;0
55;1641;11;2017;2;22;0;38570.0;2999;0
199;4883;10;2018;0;35;0;33990.0;1999;6
334;3126;9;2018;5;41;0;2620.0;155;3
72;2008;8;2016;5;41;0;840.0;200;3
55;5871;9;2017;0;47;0;15790.0;995;3
80;1721;8;2016;1;10;1;63992.0;6700;0
112;2144;6;2017;4;37;0;56990.0;3497;3
52;1558;8;2018;4;37;0;23990.0;1598;3
221;4053;8;2004;5;21;0;175.0;150;3
120;2906;11;2017;5;41;0;1923.0;145;3
288;39;8;2017;5;41;0;1095.0;150;3
120;6020;11;2018;5;41;0;4166.0;224;3
353;6413;8;2018;5;41;0;1700.0;150;3
34;2405;0;2018;5;51;0;17990.0;798;3
353;6440;8;2018;5;41;0;3600.0;200;3
291;4126;9;2018;0;47;0;15922.0;1598;3
142;1223;8;2018;5;41;0;2299.0;125;3
142;7339;16;2016;4;37;0;68800.0;3500;3
288;151;11;2018;5;41;0;1226.0;200;3
162;5611;8;2018;4;37;0;26990.0;1997;3
1;507;8;2016;5;41;0;720.0;110;3
265;6759;23;2018;0;47;0;24143.0;1600;3
155;2972;8;2018;5;41;0;1199.0;150;3
155;2972;8;2017;5;41;0;1527.0;150;3
264;4587;8;2008;5;41;0;68.0;150;3
155;59;8;2018;5;41;0;1099.0;150;3
155;11;8;2018;5;41;0;999.0;110;3
389;867;8;2017;5;19;0;1892.0;250;3
389;867;8;2018;5;19;0;1799.0;250;3
110;371;21;2018;4;37;0;35990.0;1368;3
368;88;5;2013;1;10;1;15220.0;8270;0
265;5211;27;2018;4;37;0;45153.0;1997;3
288;24;11;2017;5;41;0;1070.0;125;3
201;7174;8;2018;2;32;0;29990.0;2771;0
353;6438;8;2015;5;41;0;840.0;150;3
18;2651;8;2018;5;41;0;945.0;125;3
288;870;11;2017;5;41;0;1400.0;200;3
207;297;3;2018;5;19;0;16250.0;350;3
207;304;19;2014;5;41;0;3192.0;390;3
227;4182;8;2017;5;41;0;2699.0;250;3
3;4247;5;2017;6;2;1;67990.0;7122;0
162;3319;8;2018;1;10;1;22990.0;2771;0
353;6434;8;2014;5;41;0;640.0;150;3
353;6437;8;2014;5;41;0;520.0;150;3
379;2984;20;2018;5;41;0;3800.0;150;3
379;7414;22;2015;5;21;0;5700.0;250;3
273;162;12;2018;0;48;0;26990.0;1598;3
18;6629;8;2017;5;41;0;1890.0;150;3
274;612;19;2013;5;53;0;1198.0;395;0
55;4715;22;2018;1;30;1;31690.0;2771;0
55;2736;22;2016;1;10;1;87992.0;7790;0
55;2213;23;2018;0;48;0;45990.0;1490;3
403;7445;8;2018;0;47;0;10990.0;997;3
54;6323;8;2017;4;37;0;26990.0;1971;3
112;2367;16;2017;2;7;0;45990.0;3500;3
273;4972;14;2018;2;32;0;27990.0;1560;0
87;1806;8;2018;5;41;0;1550.0;229;3
42;2350;8;2017;0;48;0;17455.0;1000;3
34;284;0;2018;0;47;0;59990.0;1998;3
87;1781;8;2018;5;41;0;1250.0;149;3
221;7065;8;2018;0;48;0;20490.0;1500;3
18;5577;8;2015;5;41;0;1380.0;250;3
55;1539;10;2016;0;47;0;28336.0;1796;3
87;1777;8;2018;5;41;0;1100.0;149;3
199;1107;10;2016;2;32;0;39992.0;3300;3
18;633;8;2017;5;41;0;3340.0;250;3
379;6092;8;2018;5;41;0;1490.0;110;3
242;4824;5;2018;6;2;1;74500.0;6374;0
142;5549;23;2016;4;37;0;31992.0;1800;3
139;7275;9;2018;1;9;1;47784.0;4009;0
139;7298;9;2018;1;43;1;39190.0;4009;0
142;7152;5;2004;5;21;0;370.0;196;3
114;2601;8;2010;5;19;0;110.0;200;3
18;3667;8;2017;5;41;0;2700.0;200;3
254;1744;8;2017;5;41;0;1737.0;169;3
345;5539;8;2017;5;41;0;1249.0;150;3
12;2825;19;2017;5;53;0;5200.0;200;3
162;3406;8;2017;1;10;1;85600.0;9726;0
87;1772;8;2018;5;41;0;1100.0;149;3
265;3864;23;2018;4;37;0;35890.0;1598;3
142;1105;8;2016;5;41;0;2792.0;150;3
142;1146;8;2018;5;41;0;4899.0;190;3
379;7113;19;2014;5;41;0;660.0;114;3
55;1652;11;2018;2;7;0;26990.0;2405;3
227;4175;8;2017;5;41;0;1649.0;200;3
165;3005;16;2018;4;37;0;95690.0;3604;3
265;6990;22;2018;4;37;0;39229.0;2488;3
348;5123;22;2018;0;35;0;33990.0;1798;6
371;6865;8;2015;5;41;0;732.0;125;3
34;6996;0;2018;4;37;0;69990.0;1997;3
87;1810;8;2018;5;41;0;1750.0;229;3
87;1770;8;2018;5;41;0;1050.0;124;3
265;6990;22;2018;4;37;0;39229.0;2500;3
87;1777;11;2016;5;41;0;792.0;150;3
295;3457;19;2018;5;21;0;5990.0;410;3
239;4792;23;2018;0;47;0;33990.0;1998;3
110;2520;26;2018;0;17;0;27990.0;1368;3
18;6792;8;2018;5;41;0;1350.0;180;3
87;1779;11;2017;5;41;0;1100.0;150;3
18;635;8;2017;5;41;0;2740.0;200;3
371;6872;8;2015;5;41;0;1410.0;200;3
353;6431;8;2018;5;41;0;1150.0;110;3
18;6064;8;2017;5;19;0;2380.0;160;3
112;2360;16;2017;2;22;0;79990.0;3496;3
273;132;17;2018;4;37;0;29990.0;1587;3
18;2651;8;2017;5;41;0;1300.0;125;3
71;1970;8;2015;5;41;0;738.0;150;3
87;1772;8;2018;5;41;0;1100.0;150;3
72;1963;8;2018;5;41;0;1055.0;150;3
87;1791;8;2018;5;41;0;1500.0;197;3
87;1779;8;2018;5;41;0;1100.0;149;3
