marca;modelo;pais;year_modelo;clase;sub_clase;tipo;avaluo;cilindraje;tipo_combustible
34;7019;16;2015;4;37;0;58464.0;2000;3
268;4844;8;2011;5;41;0;60.0;100;3
112;2132;5;2015;0;48;0;20394.0;2000;3
239;4793;23;2016;0;47;0;30392.0;2000;3
160;332;23;2016;6;2;1;63000.0;7600;0
246;4083;8;2010;5;41;0;75.0;150;3
233;5682;19;2015;4;37;0;19794.0;2200;0
162;3416;8;2016;8;6;1;71192.0;11600;0
199;1165;10;2015;0;47;0;17994.0;1600;3
368;81;5;2013;6;2;1;26200.0;6449;0
358;4697;8;2013;5;21;0;361.0;150;3
114;2598;11;2016;5;41;0;1000.0;175;3
119;3100;8;2017;0;48;0;33900.0;1325;3
207;5409;19;2015;5;41;0;5568.0;390;3
308;7230;8;2008;5;41;0;76.0;150;3
351;6291;27;2016;5;41;0;15992.0;800;3
79;1686;8;2011;5;41;0;70.0;125;3
112;2367;16;2016;2;7;0;38392.0;3500;3
249;1074;22;2016;1;10;1;35592.0;3908;0
86;5694;21;2016;5;41;0;15920.0;800;3
334;2964;8;2010;5;41;0;110.0;124;3
160;337;23;2016;6;2;1;62400.0;7600;0
116;813;8;2007;1;10;1;1950.0;3432;0
13;474;0;2017;0;47;0;64990.0;1400;3
177;3801;8;2015;9;55;1;14394.0;2771;0
334;734;8;2015;5;41;0;474.0;99;3
55;2694;22;2016;1;30;1;53672.0;7790;0
368;1480;0;2014;3;40;1;42620.0;1968;0
334;2811;9;2017;5;41;0;1100.0;112;3
153;3238;10;2015;1;10;1;18594.0;3907;0
242;2876;0;2017;4;37;0;93000.0;1600;3
267;520;11;2014;5;21;0;572.0;200;3
345;5538;8;2013;5;41;0;280.0;150;3
74;1866;8;2006;5;41;0;90.0;125;3
244;4320;8;2014;0;47;0;7996.0;1343;3
143;1456;8;2013;9;55;1;17700.0;8709;0
143;1457;8;2013;8;6;1;13400.0;8709;0
244;4319;8;2014;0;47;0;9600.0;1498;3
244;4326;8;2014;0;47;0;11996.0;1796;3
244;4325;8;2014;0;47;0;15596.0;1796;3
242;4373;16;2015;4;37;0;76800.0;3500;3
169;3734;8;2009;5;41;0;58.0;110;3
55;5866;9;2016;0;48;0;13832.0;1206;3
120;2872;11;2016;5;41;0;2712.0;250;3
265;5216;27;2015;4;37;0;22755.0;2000;3
134;5823;16;2016;5;41;0;34628.0;1801;3
34;7062;16;2015;4;37;0;79296.0;3000;3
54;2716;8;2016;0;47;0;14792.0;1556;3
142;1503;22;2016;5;19;0;12392.0;250;3
348;4652;1;2017;2;22;0;33990.0;2694;3
55;5627;11;2015;0;47;0;11094.0;1398;3
114;2590;8;2009;5;41;0;80.0;125;3
24;4602;8;2015;8;6;1;48000.0;11596;0
54;6308;8;2017;4;37;0;21990.0;1600;3
284;5251;8;2011;5;41;0;79.0;150;3
152;2814;10;2015;5;41;0;3282.0;250;3
199;5040;10;2017;0;47;0;17990.0;1200;3
86;3620;21;2017;5;41;0;29000.0;937;3
86;4470;21;2017;5;41;0;39900.0;1198;3
165;6946;16;2016;4;37;0;68392.0;3604;3
71;1973;8;2013;5;41;0;266.0;150;3
87;1771;11;2010;5;41;0;87.0;125;3
55;1626;22;2014;1;10;1;45196.0;14255;0
153;3260;10;2016;1;10;1;27992.0;3990;0
153;3268;10;2012;1;10;1;7299.0;11149;0
239;876;11;2017;2;22;0;29990.0;2499;0
284;5245;11;2011;5;41;0;95.0;150;3
227;4190;8;2017;5;41;0;9500.0;650;3
334;3080;9;2016;5;41;0;1760.0;149;3
221;4066;8;2015;2;32;0;9300.0;1342;3
166;3703;8;2006;5;41;0;158.0;200;3
267;5560;11;2013;5;21;0;470.0;250;3
112;2360;16;2016;2;22;0;66392.0;3496;3
265;2663;23;2016;2;22;0;39992.0;2500;0
207;15;3;2015;5;41;0;20736.0;1190;3
87;1768;11;2012;5;41;0;89.0;125;3
112;2368;16;2015;2;7;0;29994.0;3500;3
379;7423;22;2016;5;19;0;5680.0;85;3
242;5919;0;2015;2;32;0;51000.0;2143;0
139;2836;9;2016;9;55;1;97432.0;7684;0
153;3245;10;2014;1;10;1;12796.0;3907;0
393;5082;8;2015;5;41;0;492.0;125;3
139;558;22;2017;6;2;1;78288.0;7684;0
128;6909;11;2016;2;7;0;17312.0;2378;3
199;5859;10;2015;4;37;0;16977.0;1600;3
162;3429;8;2016;6;5;1;39192.0;2771;0
351;6290;27;2016;5;41;0;14960.0;800;3
153;3291;10;2015;1;10;1;20394.0;3907;0
365;2844;8;2012;1;12;1;1100.0;1000;3
386;4700;8;2015;1;10;1;13920.0;2800;0
114;2598;11;2015;5;41;0;720.0;175;3
153;1487;19;2016;0;48;0;27992.0;1600;3
403;6126;8;2016;4;37;0;20792.0;1498;3
368;5102;19;2016;0;48;0;20000.0;1600;3
165;6958;16;2016;4;37;0;73280.0;3604;3
55;2692;22;2016;1;30;1;63752.0;7790;0
402;3461;8;2012;5;41;0;175.0;150;3
10;469;8;2012;5;19;0;375.0;250;3
160;271;23;2015;6;38;0;64200.0;4800;0
348;3449;34;2016;2;22;0;23992.0;2694;3
242;5914;0;2015;6;2;1;52800.0;2143;0
162;3416;8;2015;8;6;1;51594.0;11600;0
190;3900;34;2017;5;19;0;5575.0;112;3
190;3901;34;2017;5;19;0;8315.0;144;3
127;7162;8;2015;6;2;1;89940.0;6690;0
169;3732;8;2009;5;41;0;72.0;90;3
355;604;19;2015;5;41;0;1800.0;160;3
227;4171;8;2003;5;21;0;155.0;150;3
379;7419;22;2010;5;41;0;1350.0;450;3
311;7597;8;2014;8;6;1;37800.0;11596;0
139;7283;9;2016;1;10;1;43992.0;4009;0
363;5122;21;2015;5;41;0;5250.0;150;3
196;6105;23;2015;1;10;1;62400.0;8300;0
403;6127;8;2017;4;37;0;28990.0;2002;3
203;3952;8;2008;5;41;0;68.0;150;3
369;5623;4;2015;0;47;0;51594.0;2000;3
334;2811;9;2017;5;41;0;1100.0;113;3
153;3292;11;2014;1;10;1;13996.0;3907;0
120;2870;11;2016;5;41;0;3112.0;250;3
238;6699;8;2013;6;2;1;7000.0;2500;0
120;2870;11;2017;5;41;0;4166.0;250;3
199;5856;10;2016;4;26;0;27992.0;1600;2
13;481;0;2017;0;47;0;85200.0;1800;3
112;2324;16;2013;4;37;0;17700.0;3500;3
211;4108;8;2011;5;21;0;46.0;200;3
24;208;8;2015;8;6;1;54000.0;11596;0
211;4105;8;2015;5;41;0;306.0;150;3
348;4651;34;2016;2;22;0;36792.0;2694;3
363;5911;21;2015;5;41;0;5190.0;150;3
72;1964;8;2015;5;41;0;591.0;150;3
265;4491;16;2017;4;37;0;65000.0;3500;3
102;2762;8;2015;5;19;0;648.0;190;3
42;2389;8;2017;0;47;0;17441.0;1500;3
55;4720;22;2016;1;10;1;23992.0;3000;0
227;4169;8;2005;5;21;0;110.0;150;3
112;2377;16;2015;2;22;0;34794.0;3500;3
199;5475;10;2015;0;47;0;11994.0;1400;3
160;6511;23;2015;8;6;1;73200.0;11000;0
55;6488;23;2016;0;48;0;29152.0;1796;3
76;3811;8;2016;2;32;0;9856.0;1310;3
34;17;0;2017;0;48;0;59990.0;1598;3
355;3868;19;2016;5;53;0;4400.0;200;3
87;1782;11;2012;5;41;0;130.0;200;3
153;5659;10;2015;0;48;0;29994.0;2400;3
249;1077;22;2016;1;10;1;33592.0;3908;0
110;2533;5;2015;2;29;0;13194.0;1368;3
55;5871;9;2015;0;47;0;10074.0;995;3
242;428;5;2004;6;5;1;560.0;4249;0
353;6417;8;2015;5;41;0;1230.0;200;3
177;3801;8;2016;9;55;1;21592.0;2771;0
199;5905;10;2016;4;37;0;23992.0;2000;3
112;2368;16;2016;2;7;0;39992.0;3500;3
199;5466;23;2017;0;48;0;19990.0;1400;3
239;877;11;2017;2;7;0;28999.0;2606;3
348;6147;16;2017;2;22;0;69990.0;3500;3
18;1529;8;2011;5;41;0;135.0;150;3
284;5252;8;2011;5;41;0;98.0;150;3
379;5157;22;2016;5;19;0;2240.0;50;3
120;2869;11;2016;5;41;0;1912.0;250;3
165;1366;16;2017;4;37;0;40790.0;2400;3
153;3267;10;2014;1;10;1;20796.0;6606;0
348;4648;34;2016;2;7;0;23992.0;2694;3
299;6068;8;2014;5;41;0;312.0;150;3
397;5452;8;2013;2;22;0;4900.0;3200;0
80;1735;8;2015;8;6;1;48000.0;8900;0
247;1414;24;2017;0;18;0;69990.0;1998;3
379;6092;8;2012;5;41;0;170.0;110;3
134;7141;16;2016;5;41;0;14400.0;750;3
231;5413;16;1995;1;10;1;10300.0;12000;0
203;3949;8;2008;5;41;0;62.0;150;3
269;4851;8;2014;5;41;0;400.0;125;3
139;7259;9;2016;1;10;1;35412.0;4009;0
153;6753;10;2008;4;37;0;5599.0;3000;0
55;1248;11;2015;0;47;0;10194.0;1498;3
55;6486;23;2017;0;48;0;33590.0;1800;3
55;2730;22;2016;3;33;1;88144.0;7790;0
55;4758;22;2016;1;10;1;30872.0;5193;0
348;344;22;2016;4;37;0;92000.0;4000;3
54;2716;8;2016;0;47;0;14792.0;1500;3
368;6841;5;2015;0;47;0;11994.0;1600;3
348;6149;23;2013;2;22;0;6160.0;3956;3
299;6069;8;2011;5;41;0;85.0;150;3
165;6956;16;2016;4;37;0;71672.0;3604;3
112;2371;16;2016;2;22;0;47992.0;3500;3
80;1086;8;2016;1;10;1;31192.0;3922;0
71;1969;8;2011;5;41;0;141.0;150;3
153;499;10;2015;0;47;0;11994.0;1600;3
207;388;3;2017;5;21;0;8890.0;65;3
334;734;9;2009;5;41;0;70.0;100;3
13;481;0;2016;0;47;0;68160.0;1800;3
18;5131;8;2017;5;41;0;3000.0;250;3
207;7;3;2015;5;41;0;17700.0;1050;3
177;3795;8;2014;1;10;1;9596.0;2771;0
268;4850;8;2009;5;41;0;60.0;125;3
114;2589;11;2015;5;41;0;480.0;125;3
386;4702;8;2014;1;10;1;9160.0;2798;0
268;4873;8;2007;5;20;0;140.0;200;3
348;4642;20;2017;4;37;0;56990.0;2494;3
314;5749;11;2014;5;41;0;500.0;200;3
291;1889;9;2016;4;37;0;20000.0;1600;3
314;5950;11;2012;5;41;0;125.0;150;3
114;2599;11;2014;5;41;0;480.0;200;3
162;3324;8;2017;1;10;1;26290.0;2771;0
165;6963;16;2016;4;37;0;55992.0;3600;3
207;356;3;2017;5;21;0;19900.0;500;3
299;6073;8;2010;5;41;0;80.0;150;3
142;5327;16;2016;5;20;0;6000.0;420;3
267;6918;11;2013;5;41;0;248.0;150;3
295;1386;19;2014;5;41;0;3316.0;535;3
221;4063;8;2008;5;41;0;114.0;200;3
348;2636;20;2014;4;37;0;19996.0;2700;3
268;4873;8;2008;5;20;0;140.0;200;3
112;5359;1;2016;2;22;0;39992.0;2500;3
284;1522;8;2015;1;30;1;14700.0;4087;0
139;7262;9;2017;3;40;1;61408.0;4009;0
139;7302;9;2017;3;40;1;56791.0;4009;0
55;1542;23;2017;0;47;0;37990.0;1498;3
86;5987;21;2013;5;41;0;5500.0;848;3
196;6103;23;2015;8;6;1;59820.0;8300;0
272;5027;8;2010;5;51;0;49.0;150;3
334;3079;9;2014;5;41;0;620.0;124;3
207;180;3;2016;5;21;0;13520.0;250;3
120;2874;11;2017;5;41;0;4600.0;300;3
211;4101;8;2009;5;41;0;38.0;150;3
267;5568;8;2012;5;19;0;139.0;200;3
299;6074;8;2014;5;41;0;300.0;150;3
234;6280;0;2013;8;6;1;34098.0;12419;0
299;6072;8;2011;5;41;0;75.0;150;3
393;5875;8;2015;5;41;0;960.0;250;3
142;7182;8;2011;5;51;0;319.0;125;3
128;3070;11;2016;4;37;0;23992.0;1997;3
87;1775;11;2012;5;41;0;115.0;150;3
239;878;11;2017;2;22;0;29990.0;2606;3
368;109;5;2012;3;50;1;7890.0;8270;0
368;270;5;2012;1;10;1;10500.0;8270;0
199;1167;11;2015;0;47;0;14754.0;1600;3
379;7111;8;2012;5;41;0;230.0;125;3
55;2681;22;2016;1;10;1;43320.0;5193;0
55;1635;11;2015;2;22;0;22734.0;2999;0
231;1621;16;2015;8;6;1;93720.0;12800;0
180;3469;8;2016;2;32;0;43992.0;2776;0
162;3415;8;2016;8;6;1;67912.0;9726;0
239;874;11;2017;2;22;0;28490.0;2606;3
42;5613;8;2017;4;37;0;29069.0;2000;3
368;5103;19;2016;0;48;0;15992.0;1600;3
139;7299;9;2017;1;10;1;46490.0;4009;0
72;2019;8;2008;5;41;0;105.0;200;3
128;6832;8;2016;0;47;0;14552.0;1497;3
348;4649;34;2016;2;7;0;30392.0;2694;3
128;3227;11;2019;4;37;0;17990.0;1497;3
403;7445;8;2019;0;48;0;10990.0;997;3
55;771;9;2019;0;47;0;15990.0;1206;3
334;3045;11;2019;4;37;0;27990.0;1995;3
55;1634;11;2019;2;22;0;29990.0;2999;0
55;1645;11;2019;2;22;0;39990.0;2999;0
55;5631;11;2019;0;47;0;19690.0;1485;3
55;5864;9;2019;0;48;0;15990.0;1206;3
55;5872;9;2019;0;48;0;12490.0;995;3
55;728;11;2019;0;47;0;16690.0;1498;3
55;5633;11;2019;0;47;0;19990.0;1485;3
368;5108;19;2019;0;47;0;19990.0;1600;3
199;5906;11;2019;4;37;0;29490.0;2000;3
199;5473;23;2019;0;47;0;18990.0;1368;3
112;5353;1;2019;2;22;0;29990.0;2198;0
55;6504;5;2018;4;37;0;58890.0;2776;0
153;1486;19;2019;4;37;0;19990.0;1600;3
112;5360;1;2019;2;22;0;43990.0;3200;0
153;3160;10;2019;2;32;0;39990.0;2500;0
153;3014;19;2019;0;47;0;16490.0;1200;3
116;3062;8;2019;2;32;0;13490.0;1206;3
199;5907;11;2019;4;37;0;28990.0;2000;3
288;202;11;2017;5;41;0;1080.0;250;3
55;1635;11;2019;2;22;0;37880.0;2999;0
199;5904;10;2019;4;37;0;38990.0;1999;3
162;3346;8;2019;2;22;0;28990.0;1910;0
199;5033;10;2019;0;47;0;17990.0;1248;3
55;5868;9;2019;0;48;0;13990.0;1206;3
55;5630;9;2019;0;47;0;16990.0;1399;3
55;5631;11;2018;0;47;0;19490.0;1485;3
55;6486;23;2019;0;48;0;29990.0;1796;3
291;4132;9;2019;0;47;0;17714.45;1598;3
265;6760;23;2019;0;47;0;19990.0;1598;3
291;4131;9;2019;0;47;0;19922.8;1599;3
128;6834;8;2019;0;47;0;16990.0;1497;3
239;1589;22;2019;0;48;0;28990.0;1998;3
128;6886;11;2019;2;22;0;23690.0;2237;3
291;1894;9;2019;4;37;0;29526.84;1998;3
265;6989;22;2019;4;37;0;39495.0;2488;3
107;1032;8;2019;4;37;0;17990.0;1497;3
162;3324;8;2019;1;9;1;22990.0;2771;0
348;3449;34;2019;2;22;0;29990.0;2694;3
348;4643;20;2019;4;37;0;46990.0;2694;3
348;7320;34;2019;0;47;0;19990.0;1496;3
348;7322;34;2019;0;47;0;24990.0;1496;3
348;5382;22;2019;4;37;0;37990.0;1987;3
265;3866;23;2019;4;37;0;27252.0;1598;3
162;3340;8;2019;2;22;0;22990.0;2000;3
265;5207;27;2019;4;37;0;29998.0;1997;3
291;1896;9;2019;4;37;0;23714.45;1599;3
265;5211;27;2019;4;37;0;39990.0;1997;3
265;5216;27;2019;4;37;0;29446.0;1997;3
265;6986;22;2019;4;37;0;48732.0;2488;3
199;5471;23;2019;0;47;0;17990.0;1368;3
265;6990;22;2019;4;37;0;39246.0;2488;3
153;499;10;2019;0;47;0;19990.0;1600;3
291;4126;9;2019;0;47;0;16224.45;1598;3
368;5107;19;2018;0;47;0;23990.0;1600;3
128;3071;8;2019;4;37;0;25990.0;1497;3
52;5954;8;2019;2;7;0;13990.0;1243;3
116;3061;8;2019;2;32;0;14990.0;1498;3
55;4716;22;2019;1;12;1;26990.0;2771;0
249;4014;34;2018;2;22;0;43990.0;2477;0
273;245;17;2019;4;37;0;49990.0;1598;3
249;4016;34;2018;2;22;0;37990.0;2477;0
116;6775;8;2019;2;32;0;29990.0;2776;0
55;6504;5;2019;4;37;0;58990.0;2776;0
334;5704;18;2019;0;48;0;26490.0;1586;3
116;6771;8;2019;2;32;0;29990.0;2800;0
239;1615;22;2019;0;48;0;32490.0;1998;3
110;358;26;2018;0;18;0;24990.0;1368;3
239;4630;22;2019;4;37;0;46990.0;1998;3
18;4695;8;2019;5;41;0;1475.0;200;3
116;703;8;2019;1;10;1;24990.0;3760;0
116;717;8;2019;1;12;1;17500.0;2771;0
54;5115;8;2019;2;32;0;14990.0;1173;3
153;3012;19;2019;0;47;0;15490.0;1200;3
55;5871;9;2017;0;47;0;12632.0;995;3
334;2965;8;2019;5;41;0;1200.0;124;3
199;5032;10;2019;0;47;0;13990.0;998;3
334;3119;8;2018;5;41;0;1550.0;125;3
162;5601;11;2019;4;37;0;19990.0;1600;3
55;1117;8;2019;0;47;0;22490.0;1485;3
55;1648;11;2019;2;22;0;39990.0;2999;0
19;7043;8;2019;4;37;0;19990.0;1499;3
368;3708;23;2018;0;47;0;27990.0;2500;3
199;5469;23;2019;0;47;0;19990.0;1368;3
80;736;8;2019;4;37;0;18990.0;1556;3
254;2464;8;2019;5;41;0;1299.0;169;3
331;5797;8;2018;5;21;0;1748.22;196;3
254;2744;8;2018;5;41;0;1174.2;149;3
256;858;8;2019;5;41;0;1037.12;120;3
308;7250;8;2019;5;41;0;1169.11;200;3
25;6456;8;2018;5;41;0;4523.02;250;3
254;2967;8;2019;5;41;0;988.75;149;3
41;2650;8;2019;5;41;0;1139.64;150;3
72;2014;8;2019;5;41;0;1307.55;200;3
308;7224;8;2019;5;41;0;933.32;125;3
254;1744;8;2018;5;41;0;1122.13;169;3
355;606;19;2018;5;41;0;2569.13;200;3
72;1960;8;2018;5;41;0;1055.0;150;3
72;1953;8;2018;5;41;0;1055.0;150;3
72;2039;8;2019;5;41;0;1745.5;250;3
128;3208;8;2019;4;37;0;29990.0;1967;3
153;6593;10;2019;4;37;0;29990.0;2000;3
368;3710;23;2018;0;47;0;29990.0;2500;3
273;254;14;2019;0;47;0;24990.0;1587;3
348;4642;1;2019;4;37;0;49990.0;2694;3
72;2007;8;2015;5;19;0;336.6;200;3
273;238;17;2019;4;37;0;39990.0;1598;3
265;3863;23;2019;4;37;0;32015.0;1598;3
128;6899;11;2019;2;22;0;23690.0;2378;3
153;3022;19;2018;0;48;0;13990.0;1000;3
326;3939;10;2018;4;37;0;29490.0;2000;3
326;4492;10;2019;2;22;0;32500.0;2000;3
403;6129;11;2017;4;37;0;19992.0;1498;3
249;4900;22;2018;4;37;0;45395.37;2400;3
348;5387;22;2019;4;37;0;39990.0;1987;3
355;6643;19;2019;5;53;0;5495.4;199;3
348;4646;1;2019;2;22;0;47990.0;2393;0
313;5368;28;2018;0;48;0;23397.0;1600;3
52;1555;8;2019;4;37;0;21990.0;1480;3
52;1558;8;2019;4;37;0;23990.0;1598;3
139;2489;9;2019;1;10;1;53648.0;5123;0
72;1946;8;2016;5;41;0;438.0;150;3
112;2144;6;2018;4;37;0;56990.0;3497;3
265;6982;22;2019;4;37;0;39990.0;2488;3
54;455;8;2019;4;37;0;18990.0;1497;3
368;585;11;2018;2;22;0;29990.0;1968;0
55;2208;23;2018;0;48;0;47990.0;1490;3
199;1108;10;2019;2;32;0;39990.0;3342;3
368;6364;23;2018;4;37;0;39990.0;1984;3
199;5038;10;2019;0;47;0;15990.0;1248;3
55;2681;22;2018;1;10;1;49990.0;5193;0
153;3025;19;2019;0;48;0;15990.0;1200;3
368;586;11;2018;2;22;0;39990.0;1968;0
128;3209;8;2019;4;37;0;29990.0;1497;3
72;1951;8;2019;5;41;0;1287.22;150;3
308;7244;8;2019;5;41;0;1355.78;200;3
345;5539;8;2019;5;41;0;1249.0;150;3
25;6453;8;2018;5;41;0;2957.4;135;3
194;6023;8;2019;5;41;0;2109.26;200;3
254;2634;8;2019;5;41;0;1103.42;197;3
254;2747;8;2018;5;41;0;1318.24;197;3
256;4581;8;2018;5;21;0;1989.16;233;3
254;2970;8;2019;5;41;0;1198.47;197;3
329;5996;8;2018;5;41;0;1415.68;149;3
254;4196;8;2019;5;21;0;1641.92;197;3
308;7232;8;2019;5;41;0;1119.99;150;3
308;7239;8;2019;5;41;0;1119.99;150;3
308;7249;8;2019;5;41;0;1369.99;200;3
355;6639;19;2019;5;41;0;2198.1;177;3
194;5486;8;2019;5;21;0;1806.69;150;3
254;2751;8;2018;5;41;0;1647.31;233;3
72;2036;8;2019;5;41;0;1731.54;250;3
20;5137;19;2019;5;41;0;2508.0;135;3
254;4200;8;2019;5;21;0;1765.36;230;3
345;6534;8;2018;5;19;0;1700.0;250;3
308;7231;8;2019;5;41;0;1009.99;150;3
319;1912;8;2019;4;37;0;25490.0;1499;3
55;2704;22;2019;1;10;1;68990.0;7790;0
273;4971;14;2019;2;32;0;25490.0;1560;0
334;3121;19;2018;5;41;0;2620.0;155;3
242;4837;5;2019;6;2;1;72900.0;6374;0
128;3169;8;2019;4;37;0;23990.0;1997;3
239;1617;22;2019;4;37;0;34990.0;1998;3
199;5903;10;2019;4;37;0;35990.0;1999;3
199;5470;23;2019;0;48;0;19990.0;1368;3
199;4883;10;2019;0;35;0;34990.0;1999;6
199;5036;10;2019;0;47;0;12990.0;998;3
368;6364;23;2019;4;37;0;39990.0;1984;3
190;2298;34;2018;5;41;0;12599.0;400;3
55;6486;23;2018;0;48;0;29990.0;1796;3
162;3349;8;2019;2;22;0;28990.0;1910;0
368;2982;23;2019;0;48;0;49990.0;2000;3
319;1918;8;2019;4;37;0;29990.0;1499;3
20;5137;19;2018;5;41;0;2508.0;135;3
288;151;8;2018;5;41;0;1340.0;200;3
379;2787;19;2017;5;21;0;3160.0;150;3
55;5632;11;2019;0;47;0;18690.0;1485;3
319;1913;8;2019;4;37;0;22490.0;1499;3
139;550;22;2019;6;2;1;73360.0;7684;0
55;2681;22;2019;1;10;1;50490.0;5193;0
319;1917;8;2019;4;37;0;27490.0;1499;3
55;4732;22;2019;1;10;1;30990.0;2999;0
334;3051;11;2019;4;37;0;29640.0;2400;3
55;1642;11;2019;2;7;0;37370.0;2999;0
348;4651;1;2019;2;22;0;39990.0;2694;3
199;5474;23;2019;0;48;0;19990.0;1368;3
139;2822;9;2019;1;10;1;72688.0;7684;0
139;562;22;2019;6;2;1;66990.0;7684;0
139;563;22;2019;6;2;1;69990.0;7684;0
58;915;14;2019;0;47;0;19990.0;1587;3
139;7260;9;2019;1;10;1;33448.0;4009;0
58;916;14;2019;0;47;0;19990.0;1560;0
139;7301;9;2019;1;10;1;40880.0;4009;0
55;4735;22;2019;1;12;1;29990.0;2999;0
55;5635;9;2019;0;48;0;17990.0;1399;3
55;4547;8;2019;2;32;0;17490.0;1206;3
199;4693;10;2019;0;35;0;27990.0;1580;6
128;6895;11;2019;2;22;0;25990.0;1996;0
112;5352;1;2019;2;22;0;29990.0;2198;0
112;5375;16;2018;2;22;0;99990.0;3496;3
354;6199;11;2019;5;41;0;1110.69;150;3
354;6189;11;2019;5;41;0;1286.21;150;3
354;6202;11;2018;5;41;0;1241.25;200;3
354;6223;11;2019;5;41;0;1339.07;200;3
254;2742;8;2019;5;41;0;1153.91;150;3
354;6184;11;2017;5;41;0;861.94;125;3
354;6198;11;2019;5;41;0;1253.86;150;3
354;6224;11;2019;5;41;0;1469.64;200;3
354;6193;11;2019;5;41;0;1026.58;150;3
354;6231;11;2018;5;41;0;1677.3;250;3
354;6192;11;2019;5;41;0;960.49;150;3
354;6193;11;2018;5;41;0;1026.31;150;3
354;6184;11;2018;5;41;0;1082.93;125;3
354;6238;8;2019;5;41;0;1495.98;250;3
354;6225;11;2019;5;41;0;1370.21;200;3
354;6195;11;2018;5;41;0;1014.67;150;3
357;5066;34;2019;1;10;1;83900.0;7698;0
55;4455;22;2019;6;2;1;69840.0;7790;0
55;6488;23;2019;0;48;0;34490.0;1796;3
368;585;11;2019;2;22;0;29990.0;1968;0
153;6591;10;2019;4;37;0;38990.0;2000;3
18;4528;8;2016;5;19;0;2493.0;150;3
153;3024;19;2019;0;48;0;14990.0;1000;3
153;4666;10;2019;4;37;0;39990.0;2400;3
153;3277;11;2019;1;12;1;28490.0;2497;0
55;1657;11;2019;2;7;0;27850.0;2499;0
55;4715;22;2019;1;9;1;28190.0;2771;0
55;4748;22;2019;1;10;1;38990.0;5193;0
55;4775;22;2019;1;10;1;39990.0;5193;0
326;7158;10;2019;4;37;0;19990.0;1600;3
288;203;8;2018;5;41;0;1350.0;250;3
80;1718;8;2016;1;10;1;44109.0;6700;0
128;3491;11;2019;4;37;0;28790.0;1997;3
326;6378;10;2019;4;37;0;19790.0;1600;3
153;3671;10;2018;0;35;0;24990.0;1600;6
165;4620;23;2018;4;37;0;44990.0;2359;3
239;4282;34;2019;0;47;0;26990.0;1496;3
239;4638;22;2019;4;37;0;43990.0;1998;3
165;3004;16;2018;4;37;0;85490.0;3604;3
239;4632;22;2019;4;37;0;39990.0;1998;3
239;4618;34;2019;2;22;0;54990.0;3198;0
273;263;14;2019;0;47;0;19990.0;1587;3
80;5458;8;2019;2;22;0;19990.0;2438;3
308;7041;8;2019;2;32;0;16990.0;1499;3
368;5108;19;2018;0;47;0;19990.0;1600;3
54;458;8;2019;4;37;0;19990.0;1497;3
52;5953;8;2019;2;32;0;14990.0;1243;3
334;1823;22;2018;5;41;0;17000.0;1037;3
18;632;8;2019;5;41;0;2200.0;200;3
153;5831;10;2019;0;35;0;33990.0;2000;6
379;7113;19;2018;5;41;0;1630.0;115;3
379;7214;8;2019;5;41;0;2525.0;125;3
379;7324;8;2018;5;41;0;1720.0;125;3
379;7419;22;2018;5;19;0;11630.0;450;3
334;3125;19;2018;5;41;0;5600.0;155;3
128;3207;8;2019;4;37;0;28990.0;1497;3
199;1163;10;2019;0;47;0;25990.0;1591;3
334;3129;8;2018;5;41;0;8987.0;248;3
153;3240;10;2016;1;10;1;19194.0;3907;0
348;4645;20;2019;4;37;0;59990.0;3956;3
128;6900;8;2019;2;22;0;27490.0;2378;3
334;3122;9;2019;5;41;0;2620.0;155;3
20;5147;19;2019;5;41;0;4370.0;200;3
334;4144;22;2017;5;20;0;7280.0;246;3
20;5078;19;2019;5;41;0;1490.0;102;3
20;5148;19;2019;5;41;0;4500.0;200;3
20;844;19;2019;5;41;0;1840.0;145;3
153;1482;19;2018;4;37;0;29990.0;1600;3
55;4774;22;2019;6;3;1;40790.0;5193;0
153;3022;19;2019;0;48;0;13990.0;1000;3
116;6461;8;2019;2;32;0;29990.0;2776;0
116;815;8;2019;1;10;1;31990.0;3800;0
288;24;8;2019;5;41;0;968.0;125;3
153;3673;10;2019;0;35;0;25990.0;1600;6
128;3228;11;2019;4;37;0;19990.0;1497;3
72;1946;8;2018;5;41;0;972.0;150;3
72;1946;8;2019;5;41;0;868.7;150;3
291;5646;9;2019;0;47;0;19990.0;1598;3
265;4983;16;2019;4;37;0;59878.0;3498;3
18;4695;8;2018;5;41;0;1475.0;200;3
162;3689;8;2019;0;47;0;17990.0;1499;3
112;2335;16;2018;4;37;0;69990.0;3497;3
54;623;8;2019;0;47;0;15990.0;1497;3
76;975;8;2019;2;32;0;18990.0;1499;3
128;3207;8;2018;4;37;0;28990.0;1497;3
3;4247;5;2018;6;2;1;72000.0;7122;0
116;688;8;2018;8;6;1;99990.0;11800;0
291;5643;9;2019;0;48;0;17714.45;1598;3
334;6695;19;2019;5;41;0;1570.0;113;3
334;3134;20;2019;5;41;0;5447.0;147;3
331;5791;8;2015;5;21;0;482.11;200;3
112;2143;6;2018;4;37;0;49990.0;3497;3
254;5503;8;2019;5;20;0;2148.88;125;3
199;3831;10;2016;1;10;1;14814.0;3000;0
77;1883;16;2019;4;37;0;79990.0;3604;3
165;4622;23;2018;4;37;0;56990.0;2359;3
239;4635;22;2019;4;37;0;69990.0;2488;3
